race_id,race_name,feature,指标中文,玩家均值,全体均值,ratio,diff
2,西德,dmg_per_min,每分钟伤害输出,759.1423581549471,612.303178884196,1.2398144976779921,146.83917927075117
2,西德,dmg_per_death,每阵亡伤害,294.5559562211116,226.0946457662461,1.3027993441545098,68.46131045486553
2,西德,dmg_per_kill,每击杀伤害,194.414082741159,208.93801168030666,0.9304868998113636,-14.523928939147652
2,西德,manearn_per_min,每分钟人力获取,232.89358931855685,242.80235388603418,0.9591899979185199,-9.908764567477334
2,西德,dmg_per_fuel,燃料输出效率,53.4451555728105,45.703400785205815,1.1693912193534335,7.741754787604684
2,西德,gt_min,对局时长(分钟),25.51740976645435,23.691387337057726,1.077075369349113,1.8260224293966232
2,西德,cap_pressure_per_min,每分钟控图压力,2.6609573377892906,1.022066301064944,2.6035075562286916,1.6388910367243466
2,西德,ekills_per_min,每分钟击杀数,4.05754226050391,3.0396468385080637,1.3348729230976895,1.017895421995846
2,西德,pcap_per_min,每分钟占点数,1.6420854139291978,0.6270624831653496,2.618695039193084,1.0150229307638483
2,西德,bprod,建筑生产数量,14.560509554140127,13.742143854748603,1.0595515305356622,0.8183656993915243
2,西德,dmg_per_man,人力输出效率,3.3726276925998775,2.6150255754366225,1.2897111692824499,0.757602117163255
2,西德,plost_per_min,每分钟丢点数,1.0188719238600923,0.3950038178995944,2.5793976607058475,0.6238681059604979
