race_id,race_name,feature,指标中文,玩家均值,全体均值,ratio,diff
4,英国,dmg_per_min,每分钟伤害输出,788.6350501204131,591.3490730264557,1.333620168007148,197.2859770939574
4,英国,dmg_per_kill,每击杀伤害,341.213037748663,226.56486272514047,1.5060280470878185,114.64817502352253
4,英国,dmg_per_death,每阵亡伤害,283.48054837267586,262.3962469493717,1.0803529077432739,21.08430142330417
4,英国,gt_min,对局时长(分钟),36.87272727272727,23.288778103616814,1.583283034802106,13.583949169110454
4,英国,manearn_per_min,每分钟人力获取,232.00018585206283,242.62029535034196,0.9562274479843338,-10.620109498279135
4,英国,dmg_per_fuel,燃料输出效率,48.46052484516504,43.53034366467578,1.1132584943153119,4.930181180489257
4,英国,cabil,指挥官技能使用,7.454545454545454,3.61524926686217,2.0619727449707983,3.839296187683284
4,英国,munearn_per_min,每分钟弹药获取,35.06957057754675,37.39915190632854,0.9377103166773257,-2.329581328781792
4,英国,bprod,建筑生产数量,13.272727272727273,11.773900293255132,1.1273008045032256,1.4988269794721418
4,英国,dmg_per_man,人力输出效率,3.4454190590050264,2.528871754038223,1.3624332880871546,0.9165473049668034
4,英国,fuelearn_per_min,每分钟燃料获取,22.805063965844674,23.520443483056248,0.9695847776966059,-0.7153795172115736
4,英国,edeaths_per_min,每分钟阵亡数,3.2250390256240307,2.516691216027144,1.2814599602390184,0.7083478095968867
