race_id,race_name,feature,指标中文,玩家均值,全体均值,ratio,diff
3,美国,dmg_per_min,每分钟伤害输出,489.4737965708599,622.4622256382561,0.7863510047842126,-132.98842906739617
3,美国,dmg_per_death,每阵亡伤害,175.67390131160352,196.83541388080678,0.8924913350093719,-21.161512569203268
3,美国,dmg_per_fuel,燃料输出效率,25.110189541993808,44.97931528005959,0.5582608224613361,-19.86912573806578
3,美国,dmg_per_kill,每击杀伤害,218.5416738085797,229.34448926560077,0.9528969913704337,-10.802815457021069
3,美国,munearn_per_min,每分钟弹药获取,41.89530500553307,37.88612623371606,1.1058218184431088,4.009178771817005
3,美国,manearn_per_min,每分钟人力获取,242.1910076820559,239.03947760120516,1.013184140596678,3.1515300808507334
3,美国,cabil,指挥官技能使用,2.4,3.634766355140187,0.6602900339401419,-1.234766355140187
3,美国,bprod,建筑生产数量,16.4,15.263177570093458,1.0744813735335177,1.136822429906541
3,美国,dmg_per_man,人力输出效率,2.105698668736379,2.706753173879188,0.7779426247863573,-0.6010545051428089
3,美国,ekills_per_min,每分钟击杀数,2.2067886278349667,2.778994065080725,0.7940962003353048,-0.5722054372457586
3,美国,edeaths_per_min,每分钟阵亡数,2.9423339254745855,3.4226224136393197,0.8596723710302484,-0.48028848816473424
3,美国,gt_min,对局时长(分钟),23.89666666666667,23.72251090342679,1.0073413714066297,0.17415576323987736
